	textid	text	pair	target
1044	1044	The scientist behind the athletes called the lawyer .	The lawyer called the athletes .	non-entailment
1045	1045	The actor recommended the lawyer near the tourists .	The tourists recommended the actor .	non-entailment
1046	1046	The scientist contacted the artists next to the managers .	The managers contacted the scientist .	non-entailment
1047	1047	The professors encouraged the manager by the lawyers .	The manager encouraged the professors .	non-entailment
1048	1048	The secretaries by the senator contacted the athletes .	The senator contacted the secretaries .	non-entailment
1049	1049	The students next to the manager believed the presidents .	The presidents believed the students .	non-entailment
1050	1050	The secretary in front of the athlete stopped the professor .	The professor stopped the secretary .	non-entailment
1051	1051	The secretary believed the athletes by the students .	The athletes believed the secretary .	non-entailment
1052	1052	The student encouraged the scientists by the tourists .	The scientists encouraged the student .	non-entailment
1053	1053	The banker believed the artists behind the authors .	The artists believed the banker .	non-entailment
1054	1054	The tourists behind the actors believed the judges .	The judges believed the actors .	non-entailment
1055	1055	The doctor recognized the senators by the artist .	The senators recognized the artist .	non-entailment
1056	1056	The judge by the athletes believed the lawyers .	The lawyers believed the judge .	non-entailment
1057	1057	The artist encouraged the professors next to the judge .	The professors encouraged the judge .	non-entailment
1058	1058	The managers behind the student recommended the author .	The author recommended the managers .	non-entailment
1059	1059	The judges saw the senators behind the artist .	The artist saw the judges .	non-entailment
1060	1060	The presidents behind the doctors supported the actors .	The actors supported the presidents .	non-entailment
1061	1061	The lawyer by the professors believed the secretary .	The professors believed the lawyer .	non-entailment
1062	1062	The presidents next to the secretary called the scientist .	The secretary called the presidents .	non-entailment
1063	1063	The authors behind the presidents believed the actor .	The presidents believed the authors .	non-entailment
1064	1064	The student introduced the actors behind the presidents .	The presidents introduced the student .	non-entailment
1065	1065	The professor encouraged the senators next to the manager .	The manager encouraged the professor .	non-entailment
1066	1066	The author called the manager next to the doctors .	The manager called the author .	non-entailment
1067	1067	The scientists recommended the banker near the tourist .	The banker recommended the scientists .	non-entailment
1068	1068	The secretaries introduced the manager near the tourists .	The tourists introduced the secretaries .	non-entailment
1069	1069	The doctor helped the professor near the actors .	The professor helped the doctor .	non-entailment
1070	1070	The authors by the senators advised the presidents .	The presidents advised the authors .	non-entailment
1071	1071	The lawyer introduced the athlete in front of the judge .	The judge introduced the lawyer .	non-entailment
1072	1072	The author advised the athlete next to the managers .	The athlete advised the managers .	non-entailment
1073	1073	The judge admired the actors next to the doctor .	The doctor admired the judge .	non-entailment
1074	1074	The senators next to the author contacted the professor .	The professor contacted the author .	non-entailment
1075	1075	The president saw the secretary behind the professors .	The secretary saw the president .	non-entailment
1076	1076	The tourists next to the secretaries supported the artist .	The artist supported the secretaries .	non-entailment
1077	1077	The students recommended the secretary behind the scientist .	The secretary recommended the students .	non-entailment
1078	1078	The students introduced the managers next to the lawyer .	The lawyer introduced the students .	non-entailment
1079	1079	The managers next to the president introduced the secretaries .	The president introduced the managers .	non-entailment
1080	1080	The banker recommended the judge by the presidents .	The judge recommended the presidents .	non-entailment
1081	1081	The students stopped the actors next to the professors .	The actors stopped the students .	non-entailment
1082	1082	The lawyers next to the doctors helped the secretary .	The secretary helped the lawyers .	non-entailment
1083	1083	The senators next to the lawyer stopped the president .	The lawyer stopped the senators .	non-entailment
